studyId	sampleId	label_1	label_2	label_3	llabel	s_type	n_reads	n_reads2	n_issues	foodId	description	L1	L4	L6	nature	process	spoilage	target1	target2	biosample	SRA_sample	geo_loc_country	geo_loc_continent	lat_lon	L2	L3
ST133	6521	SA6521	s.SRR10856437	s.SRR10856437_A01BQ	A01BQrnfd	Sample	108784	108784	0	A01BQ	Picual olives day 0 sample 4	Fruit and fruit products	Table olives and similar-	Table olives	Raw	None	Fermented	16S_DNA	V3-V4	SAMN13793633	SAMN13793633	Cyprus	Asia	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST133	6522	SA6522	s.SRR10856438	s.SRR10856438_A01BQ	A01BQfnfd	Sample	30538	30538	0	A01BQ	Picual olives day 120 sample 3	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN13793612	SAMN13793612	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6523	SA6523	s.SRR10856439	s.SRR10856439_A01BQ	A01BQinfd	Sample	44175	44175	0	A01BQ	Picual olives day 60 sample 3	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMN13793611	SAMN13793611	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6524	SA6524	s.SRR10856440	s.SRR10856440_A01BQ	A01BQrnfd	Sample	35410	35410	0	A01BQ	Picual olives day 0 sample 3	Fruit and fruit products	Table olives and similar-	Table olives	Raw	None	Fermented	16S_DNA	V3-V4	SAMN13793598	SAMN13793598	Cyprus	Asia	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST133	6525	SA6525	s.SRR10856441	s.SRR10856441_A01BQ	A01BQfnfd	Sample	12066	12066	0	A01BQ	Picual olives day 120 sample 2	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN13793591	SAMN13793591	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6526	SA6526	s.SRR10856442	s.SRR10856442_A01BQ	A01BQinfd	Sample	24175	24175	0	A01BQ	Picual olives day 60 sample 2	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMN13793609	SAMN13793609	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6527	SA6527	s.SRR10856443	s.SRR10856443_A01BQ	A01BQrnfd	Sample	30844	30844	0	A01BQ	Picual olives day 0 sample 2	Fruit and fruit products	Table olives and similar-	Table olives	Raw	None	Fermented	16S_DNA	V3-V4	SAMN13793607	SAMN13793607	Cyprus	Asia	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST133	6528	SA6528	s.SRR10856444	s.SRR10856444_A01BQ	A01BQfnfd	Sample	65346	65346	0	A01BQ	Picual olives day 120 sample 1	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN13793606	SAMN13793606	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6529	SA6529	s.SRR10856445	s.SRR10856445_A01BQ	A01BQfnfd	Sample	60223	60223	0	A01BQ	Picual olives day 120 sample 6	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN13793638	SAMN13793638	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6530	SA6530	s.SRR10856446	s.SRR10856446_A01BQ	A01BQinfd	Sample	46633	46633	0	A01BQ	Picual olives day 60 sample 6	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMN13793637	SAMN13793637	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6531	SA6531	s.SRR10856447	s.SRR10856447_A01BQ	A01BQrnfd	Sample	29187	29187	0	A01BQ	Picual olives day 0 sample 6	Fruit and fruit products	Table olives and similar-	Table olives	Raw	None	Fermented	16S_DNA	V3-V4	SAMN13793635	SAMN13793635	Cyprus	Asia	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST133	6532	SA6532	s.SRR10856448	s.SRR10856448_A01BQ	A01BQfnfd	Sample	16440	16440	0	A01BQ	Picual olives day 120 sample 5	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN13793613	SAMN13793613	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6533	SA6533	s.SRR10856449	s.SRR10856449_A01BQ	A01BQinfd	Sample	26936	26936	0	A01BQ	Picual olives day 60 sample 5	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMN13793634	SAMN13793634	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6534	SA6534	s.SRR10856450	s.SRR10856450_A01BQ	A01BQrnfd	Sample	29003	29003	0	A01BQ	Picual olives day 0 sample 5	Fruit and fruit products	Table olives and similar-	Table olives	Raw	None	Fermented	16S_DNA	V3-V4	SAMN13793636	SAMN13793636	Cyprus	Asia	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST133	6535	SA6535	s.SRR10856451	s.SRR10856451_A01BQ	A01BQfnfd	Sample	44249	44249	0	A01BQ	Picual olives day 120 sample 4	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMN13793632	SAMN13793632	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6536	SA6536	s.SRR10856452	s.SRR10856452_A01BQ	A01BQinfd	Sample	61239	61239	0	A01BQ	Picual olives day 60 sample 4	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMN13793610	SAMN13793610	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6537	SA6537	s.SRR10856453	s.SRR10856453_A01BQ	A01BQinfd	Sample	106821	106821	0	A01BQ	Picual olives day 60 sample 1	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMN13793608	SAMN13793608	Cyprus	Asia	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST133	6538	SA6538	s.SRR10856454	s.SRR10856454_A01BQ	A01BQrnfd	Sample	33811	33811	0	A01BQ	Picual olives day 0 sample 1	Fruit and fruit products	Table olives and similar-	Table olives	Raw	None	Fermented	16S_DNA	V3-V4	SAMN13793590	SAMN13793590	Cyprus	Asia	NA	Fruit used as fruit	Miscellaneous fruits with edible peel
ST14	507	SA507	s.SRR797020	s.SRR797020_A01BQ	A01BQ000d	Environment	6208	6208	1	A01BQ	olive brine, 2S_T90_D_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V1-V3	SAMN01974527	SAMN01974527	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	508	SA508	s.SRR797021	s.SRR797021_A01BQ	A01BQ000d	Environment	2657	2657	2	A01BQ	olive brine, 2S_T8_D_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V1-V3	SAMN01974526	SAMN01974526	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	509	SA509	s.SRR797022	s.SRR797022_A01BQ	A01BQi00d	Sample	1391	1391	2	A01BQ	olive, 2OL_T90_D_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	NA	NA	16S_DNA	V1-V3	SAMN01974525	SAMN01974525	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	515	SA515	s.SRR797029	s.SRR797029_A01BQ	A01BQ000d	Environment	3172	3172	2	A01BQ	olive brine, 1S_T90_D_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V1-V3	SAMN01974519	SAMN01974519	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	516	SA516	s.SRR797030	s.SRR797030_A01BQ	A01BQ000d	Environment	3496	3496	2	A01BQ	olive brine, 1S_T8_D_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V1-V3	SAMN01974518	SAMN01974518	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	517	SA517	s.SRR797031	s.SRR797031_A01BQ	A01BQfnfd	Sample	5615	5615	1	A01BQ	olive, 1OL_T90_D_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V1-V3	SAMN01974517	SAMN01974517	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	518	SA518	s.SRR797032	s.SRR797032_A01BQ	A01BQ000d	Sample	4519	4519	1	A01BQ	olive, 1OL_T8_D_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V1-V3	SAMN01974516	SAMN01974516	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	519	SA519	s.SRR797033	s.SRR797033_A01BQ	A01BQinfd	Sample	3749	3749	1	A01BQ	olive, 1OL_T3_D_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V1-V3	SAMN01974515	SAMN01974515	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	520	SA520	s.SRR797034	s.SRR797034_A01BQ	A01BQinfd	Sample	2943	2943	2	A01BQ	olive, 2OL_T3_D_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V1-V3	SAMN01978260	SAMN01978260	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	521	SA521	s.SRR797035	s.SRR797035_A01BQ	A01BQinfd	Sample	2933	2933	2	A01BQ	olive, 2OL_T8_D_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V1-V3	SAMN01978261	SAMN01978261	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	502	SA502	s.SRR797015	s.SRR797015_A01BQ	A01BQ000r	Environment	5502	5502	1	A01BQ	olive brine, 2S_T90_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_RNA	V1-V3	SAMN01974532	SAMN01974532	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	503	SA503	s.SRR797016	s.SRR797016_A01BQ	A01BQ000r	Environment	7485	7485	1	A01BQ	olive brine, 2S_T8_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_RNA	V1-V3	SAMN01974531	SAMN01974531	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	504	SA504	s.SRR797017	s.SRR797017_A01BQ	A01BQfnfr	Sample	2803	2803	2	A01BQ	olive, 2OL_T90_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_RNA	V1-V3	SAMN01974530	SAMN01974530	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	505	SA505	s.SRR797018	s.SRR797018_A01BQ	A01BQinfr	Sample	2662	2662	2	A01BQ	olive, 2OL_T8_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_RNA	V1-V3	SAMN01974529	SAMN01974529	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	506	SA506	s.SRR797019	s.SRR797019_A01BQ	A01BQinfr	Sample	1038	1038	2	A01BQ	olive, 2OL_T3_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_RNA	V1-V3	SAMN01974528	SAMN01974528	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	510	SA510	s.SRR797023	s.SRR797023_A01BQ	A01BQ000r	Environment	2361	2361	2	A01BQ	olive brine, 1S_T90_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_RNA	V1-V3	SAMN01974524	SAMN01974524	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	511	SA511	s.SRR797025	s.SRR797025_A01BQ	A01BQ000r	Environment	970	970	2	A01BQ	olive brine, 1S_T8_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_RNA	V1-V3	SAMN01974523	SAMN01974523	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	512	SA512	s.SRR797026	s.SRR797026_A01BQ	A01BQinfr	Sample	1577	1577	2	A01BQ	olive, 1OL_T90_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_RNA	V1-V3	SAMN01974522	SAMN01974522	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	513	SA513	s.SRR797027	s.SRR797027_A01BQ	A01BQinfr	Sample	5234	5234	0	A01BQ	olive, 1OL_T8_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_RNA	V1-V3	SAMN01974521	SAMN01974521	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST14	514	SA514	s.SRR797028	s.SRR797028_A01BQ	A01BQinfr	Sample	318	318	1	A01BQ	olive, 1OL_T3_28F	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_RNA	V1-V3	SAMN01974520	SAMN01974520	Italy	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7574	SA7574	s.ERR4552997	s.ERR4552997_A01BQ	A01BQfnfd	Sample	548	548	2	A01BQ	Nyons fermented Olive fruit R1D482B1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA7279883	SAMEA7279883	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7575	SA7575	s.ERR4552998	s.ERR4552998_A01BQ	A01BQfnfd	Sample	289	289	2	A01BQ	Nyons fermented Olive fruit R1D482B2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA7279884	SAMEA7279884	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7576	SA7576	s.ERR4552999	s.ERR4552999_A01BQ	A01BQfnfd	Sample	1160	1160	2	A01BQ	Nyons fermented Olive fruit R1D482B3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA7279885	SAMEA7279885	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7577	SA7577	s.ERR4553000	s.ERR4553000_A01BQ	A01BQfnfd	Sample	2328	2328	2	A01BQ	Nyons fermented Olive fruit R1D482C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA7279886	SAMEA7279886	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7578	SA7578	s.ERR4553001	s.ERR4553001_A01BQ	A01BQfnfd	Sample	1688	1688	2	A01BQ	Nyons fermented Olive fruit R1D482C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA7279887	SAMEA7279887	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7579	SA7579	s.ERR4553002	s.ERR4553002_A01BQ	A01BQfnfd	Sample	4269	4269	1	A01BQ	Nyons fermented Olive fruit R1D482C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Finished	None	Fermented	16S_DNA	V3-V4	SAMEA7279888	SAMEA7279888	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7580	SA7580	s.ERR4553003	s.ERR4553003_A01BQ	A01BQ000d	Environment	31665	31665	0	A01BQ	Nyons olive fermentation brine R1D482B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279889	SAMEA7279889	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7581	SA7581	s.ERR4553004	s.ERR4553004_A01BQ	A01BQ000d	Environment	24792	24792	0	A01BQ	Nyons olive fermentation brine R1D482B2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279890	SAMEA7279890	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7582	SA7582	s.ERR4553005	s.ERR4553005_A01BQ	A01BQ000d	Environment	30271	30271	0	A01BQ	Nyons olive fermentation brine R1D482B3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279891	SAMEA7279891	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7583	SA7583	s.ERR4553006	s.ERR4553006_A01BQ	A01BQ000d	Environment	24561	24561	0	A01BQ	Nyons olive fermentation brine R1D482C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279892	SAMEA7279892	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7584	SA7584	s.ERR4553007	s.ERR4553007_A01BQ	A01BQ000d	Environment	28922	28922	0	A01BQ	Nyons olive fermentation brine R1D482C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279893	SAMEA7279893	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7585	SA7585	s.ERR4553008	s.ERR4553008_A01BQ	A01BQ000d	Environment	35097	35097	0	A01BQ	Nyons olive fermentation brine R1D482C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279894	SAMEA7279894	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7586	SA7586	s.ERR4553009	s.ERR4553009_A01BQ	A01BQinfd	Sample	1722	1722	2	A01BQ	Nyons fermented Olive fruit R1D267B1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279895	SAMEA7279895	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7587	SA7587	s.ERR4553010	s.ERR4553010_A01BQ	A01BQinfd	Sample	3411	3411	1	A01BQ	Nyons fermented Olive fruit R1D267B2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279896	SAMEA7279896	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7588	SA7588	s.ERR4553011	s.ERR4553011_A01BQ	A01BQinfd	Sample	695	695	2	A01BQ	Nyons fermented Olive fruit R1D267B3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279897	SAMEA7279897	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7589	SA7589	s.ERR4553012	s.ERR4553012_A01BQ	A01BQinfd	Sample	2811	2811	1	A01BQ	Nyons fermented Olive fruit R1D267C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279898	SAMEA7279898	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7590	SA7590	s.ERR4553013	s.ERR4553013_A01BQ	A01BQinfd	Sample	654	654	2	A01BQ	Nyons fermented Olive fruit R1D267C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279899	SAMEA7279899	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7591	SA7591	s.ERR4553014	s.ERR4553014_A01BQ	A01BQinfd	Sample	1348	1348	2	A01BQ	Nyons fermented Olive fruit R1D267C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279900	SAMEA7279900	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7592	SA7592	s.ERR4553015	s.ERR4553015_A01BQ	A01BQ000d	Environment	14751	14751	0	A01BQ	Nyons olive fermentation brine R1D267B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279901	SAMEA7279901	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7593	SA7593	s.ERR4553016	s.ERR4553016_A01BQ	A01BQ000d	Environment	50698	50698	0	A01BQ	Nyons olive fermentation brine R1D267B2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279902	SAMEA7279902	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7594	SA7594	s.ERR4553017	s.ERR4553017_A01BQ	A01BQ000d	Environment	30891	30891	0	A01BQ	Nyons olive fermentation brine R1D267B3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279903	SAMEA7279903	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7595	SA7595	s.ERR4553018	s.ERR4553018_A01BQ	A01BQ000d	Environment	35866	35866	0	A01BQ	Nyons olive fermentation brine R1D267C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279904	SAMEA7279904	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7596	SA7596	s.ERR4553019	s.ERR4553019_A01BQ	A01BQ000d	Environment	35789	35789	0	A01BQ	Nyons olive fermentation brine R1D267C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279905	SAMEA7279905	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7597	SA7597	s.ERR4553020	s.ERR4553020_A01BQ	A01BQ000d	Environment	32932	32932	0	A01BQ	Nyons olive fermentation brine R1D267C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279906	SAMEA7279906	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7598	SA7598	s.ERR4553021	s.ERR4553021_A01BQ	A01BQinfd	Sample	15121	15121	0	A01BQ	Nyons fermented Olive fruit R1D183B1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279907	SAMEA7279907	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7599	SA7599	s.ERR4553022	s.ERR4553022_A01BQ	A01BQinfd	Sample	4975	4975	1	A01BQ	Nyons fermented Olive fruit R1D183B2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279908	SAMEA7279908	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7600	SA7600	s.ERR4553023	s.ERR4553023_A01BQ	A01BQinfd	Sample	7312	7312	0	A01BQ	Nyons fermented Olive fruit R1D183B3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279909	SAMEA7279909	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7601	SA7601	s.ERR4553024	s.ERR4553024_A01BQ	A01BQinfd	Sample	6148	6148	0	A01BQ	Nyons fermented Olive fruit R1D183C1_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279910	SAMEA7279910	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7602	SA7602	s.ERR4553025	s.ERR4553025_A01BQ	A01BQinfd	Sample	9731	9731	0	A01BQ	Nyons fermented Olive fruit R1D183C2_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279911	SAMEA7279911	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7603	SA7603	s.ERR4553026	s.ERR4553026_A01BQ	A01BQinfd	Sample	8014	8014	0	A01BQ	Nyons fermented Olive fruit R1D183C3_O	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	Intermediate	None	Fermented	16S_DNA	V3-V4	SAMEA7279912	SAMEA7279912	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7604	SA7604	s.ERR4553027	s.ERR4553027_A01BQ	A01BQ000d	Environment	33471	33471	0	A01BQ	Nyons olive fermentation brine R1D183B1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279913	SAMEA7279913	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7605	SA7605	s.ERR4553028	s.ERR4553028_A01BQ	A01BQ000d	Environment	23473	23473	0	A01BQ	Nyons olive fermentation brine R1D183B2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279914	SAMEA7279914	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7606	SA7606	s.ERR4553029	s.ERR4553029_A01BQ	A01BQ000d	Environment	21850	21850	0	A01BQ	Nyons olive fermentation brine R1D183B3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279915	SAMEA7279915	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7607	SA7607	s.ERR4553030	s.ERR4553030_A01BQ	A01BQ000d	Environment	24736	24736	0	A01BQ	Nyons olive fermentation brine R1D183C1_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279916	SAMEA7279916	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7608	SA7608	s.ERR4553031	s.ERR4553031_A01BQ	A01BQ000d	Environment	25872	25872	0	A01BQ	Nyons olive fermentation brine R1D183C2_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279917	SAMEA7279917	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
ST141	7609	SA7609	s.ERR4553032	s.ERR4553032_A01BQ	A01BQ000d	Environment	24139	24139	0	A01BQ	Nyons olive fermentation brine R1D183C3_S	Fruit and fruit products	Fermented fruit products	Table olives ready for consumption	NA	NA	NA	16S_DNA	V3-V4	SAMEA7279919	SAMEA7279919	France	Europe	NA	Processed fruit products	Other processed fruit products (excluding beverages)
